text,category,doc_id,cleaned_text,tokens,preprocessed_text,processed_text,cluster
"
: In any case, I think Viola would have made a better signing.  Why?
: Viola is younger, and is left handed (how many left handed starters does
: Toronto have?

Well, I agree that Viola is a better signing.  However, why does
everyone say that you want lefthanded starters?  I understand lefthanded
spot relievers, even though they usually face more righthanded batters
than lefthanded batters.  I just don't understand why people insist
on lefthanded starters, unless there is a park effect (e.g., Yankee Stadium).
Most batters in MLB are righthanded, so righthanded starters will have
the platoon advantage more often than lefthanded starters.
I guess one argument for lefty starters is that certain teams
may be more vulnerable to LHP's than RHP's.  However, this is probably
only a factor in the postseason, because teams seldom juggle their starters
for this reason during the regular season.

I think you just want the best starters you can get, regardless of
whether they are lefties or righties.  Lefthanded starters tend to have
higher ERA's than righthanded starters, precisely because managers
go out of their way to start inferior lefties (or perhaps because of
the platoon advantage).

Am I missing something here?",rec.sport.baseball,doc_0042,": In any case, I think Viola would have made a better signing. Why? : Viola is younger, and is left handed (how many left handed starters does : Toronto have? Well, I agree that Viola is a better signing. However, why does everyone say that you want lefthanded starters? I understand lefthanded spot relievers, even though they usually face more righthanded batters than lefthanded batters. I just don't understand why people insist on lefthanded starters, unless there is a park effect (e.g., Yankee Stadium). Most batters in MLB are righthanded, so righthanded starters will have the platoon advantage more often than lefthanded starters. I guess one argument for lefty starters is that certain teams may be more vulnerable to LHP's than RHP's. However, this is probably only a factor in the postseason, because teams seldom juggle their starters for this reason during the regular season. I think you just want the best starters you can get, regardless of whether they are lefties or righties. Lefthanded starters tend to have higher ERA's than righthanded starters, precisely because managers go out of their way to start inferior lefties (or perhaps because of the platoon advantage). Am I missing something here?","['case', 'think', 'viola', 'would', 'made', 'better', 'signing', 'viola', 'younger', 'left', 'handed', 'many', 'left', 'handed', 'starter', 'toronto', 'well', 'agree', 'viola', 'better', 'signing', 'however', 'everyone', 'say', 'want', 'lefthanded', 'starter', 'understand', 'lefthanded', 'spot', 'reliever', 'even', 'though', 'usually', 'face', 'righthanded', 'batter', 'lefthanded', 'batter', 'understand', 'people', 'insist', 'lefthanded', 'starter', 'unless', 'park', 'effect', 'yankee', 'stadium', 'batter', 'mlb', 'righthanded', 'righthanded', 'starter', 'platoon', 'advantage', 'often', 'lefthanded', 'starter', 'guess', 'one', 'argument', 'lefty', 'starter', 'certain', 'team', 'may', 'vulnerable', 'lhp', 'rhp', 'however', 'probably', 'factor', 'postseason', 'team', 'seldom', 'juggle', 'starter', 'reason', 'regular', 'season', 'think', 'want', 'best', 'starter', 'get', 'regardless', 'whether', 'lefty', 'righties', 'lefthanded', 'starter', 'tend', 'higher', 'era', 'righthanded', 'starter', 'precisely', 'manager', 'way', 'start', 'inferior', 'lefty', 'perhaps', 'platoon', 'advantage', 'missing', 'something']",case think viola would made better signing viola younger left handed many left handed starter toronto well agree viola better signing however everyone say want lefthanded starter understand lefthanded spot reliever even though usually face righthanded batter lefthanded batter understand people insist lefthanded starter unless park effect yankee stadium batter mlb righthanded righthanded starter platoon advantage often lefthanded starter guess one argument lefty starter certain team may vulnerable lhp rhp however probably factor postseason team seldom juggle starter reason regular season think want best starter get regardless whether lefty righties lefthanded starter tend higher era righthanded starter precisely manager way start inferior lefty perhaps platoon advantage missing something,case think viola would made better signing viola younger left handed many left handed starter toronto well agree viola better signing however everyone say want lefthanded starter understand lefthanded spot reliever even though usually face righthanded batter lefthanded batter understand people insist lefthanded starter unless park effect yankee stadium batter mlb righthanded righthanded starter platoon advantage often lefthanded starter guess one argument lefty starter certain team may vulnerable lhp rhp however probably factor postseason team seldom juggle starter reason regular season think want best starter get regardless whether lefty righties lefthanded starter tend higher era righthanded starter precisely manager way start inferior lefty perhaps platoon advantage missing something,3
"Of course, if you want to check the honesty of your dealler, take it in
knowing what's wrong, and ask them to tell you. :)

Of course he'll probably know right a way, then charge you a $20 service
fee. :)",comp.sys.mac.hardware,doc_0043,"Of course, if you want to check the honesty of your dealler, take it in knowing what's wrong, and ask them to tell you. :) Of course he'll probably know right a way, then charge you a $20 service fee. :)","['course', 'want', 'check', 'honesty', 'dealler', 'take', 'knowing', 'wrong', 'ask', 'tell', 'course', 'probably', 'know', 'right', 'way', 'charge', 'service', 'fee']",course want check honesty dealler take knowing wrong ask tell course probably know right way charge service fee,course want check honesty dealler take knowing wrong ask tell course probably know right way charge service fee,7
"Is there a Wyse 60 Terminal Emulator or a comms toolbox kit available on the
net somewhere?

Thanks.",comp.sys.mac.hardware,doc_0044,Is there a Wyse 60 Terminal Emulator or a comms toolbox kit available on the net somewhere? Thanks.,"['wyse', 'terminal', 'emulator', 'comms', 'toolbox', 'kit', 'available', 'net', 'somewhere', 'thanks']",wyse terminal emulator comms toolbox kit available net somewhere thanks,wyse terminal emulator comms toolbox kit available net somewhere thanks,18
"



Easy Rider (harleys, drugs, rednecks, New Orleans), Mad Max (violence, DoD 
wanna-be's), Time Rider (Honda Thumper, Time travel), On Any Sunday 
(Documentary about dirtbike racers, GREAT!), The (Great?) Escape (Steve 
Mcqueen, Nazis), Rebel Without a Cause (James Dean, future DoD'ers).  I 
think the last two are right, they are OLD movies I haven't seen in YEARS. 
 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----",rec.motorcycles,doc_0045,"Easy Rider (harleys, drugs, rednecks, New Orleans), Mad Max (violence, DoD wanna-be's), Time Rider (Honda Thumper, Time travel), On Any Sunday (Documentary about dirtbike racers, GREAT!), The (Great?) Escape (Steve Mcqueen, Nazis), Rebel Without a Cause (James Dean, future DoD'ers). I think the last two are right, they are OLD movies I haven't seen in YEARS. ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----","['easy', 'rider', 'harleys', 'drug', 'redneck', 'new', 'orleans', 'mad', 'max', 'violence', 'dod', 'time', 'rider', 'honda', 'thumper', 'time', 'travel', 'sunday', 'documentary', 'dirtbike', 'racer', 'great', 'great', 'escape', 'steve', 'mcqueen', 'nazi', 'rebel', 'without', 'cause', 'james', 'dean', 'future', 'think', 'last', 'two', 'right', 'old', 'movie', 'seen', 'year', 'dod', 'technician', 'speed', 'student']",easy rider harleys drug redneck new orleans mad max violence dod time rider honda thumper time travel sunday documentary dirtbike racer great great escape steve mcqueen nazi rebel without cause james dean future think last two right old movie seen year dod technician speed student,easy rider harleys drug redneck new orleans mad max violence dod time rider honda thumper time travel sunday documentary dirtbike racer great great escape steve mcqueen nazi rebel without cause james dean future think last two right old movie seen year dod technician speed student,15
"The subject line says it all. I'm working on a project
that will use a car battery. I need to pull off 3V and possibly
48V at 3A.

I have several ideas, but I'd prefer to benefit from all you
brilliant people :-)",sci.electronics,doc_0046,"The subject line says it all. I'm working on a project that will use a car battery. I need to pull off 3V and possibly 48V at 3A. I have several ideas, but I'd prefer to benefit from all you brilliant people :-)","['subject', 'line', 'say', 'working', 'project', 'use', 'car', 'battery', 'need', 'pull', 'possibly', 'several', 'idea', 'prefer', 'benefit', 'brilliant', 'people']",subject line say working project use car battery need pull possibly several idea prefer benefit brilliant people,subject line say working project use car battery need pull possibly several idea prefer benefit brilliant people,7
"Pat sez;

Yeah, but a windscreen cut down most of it.  Canopies ended it completely.

Of course, the environment in space continues to suck :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",sci.space,doc_0047,"Pat sez; Yeah, but a windscreen cut down most of it. Canopies ended it completely. Of course, the environment in space continues to suck :-) -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.","['pat', 'sez', 'yeah', 'windscreen', 'cut', 'canopy', 'ended', 'completely', 'course', 'environment', 'space', 'continues', 'suck', 'mac', 'tom', 'mcwilliams', 'radius', 'vision', 'increase', 'circumference', 'mystery', 'grows']",pat sez yeah windscreen cut canopy ended completely course environment space continues suck mac tom mcwilliams radius vision increase circumference mystery grows,pat sez yeah windscreen cut canopy ended completely course environment space continues suck mac tom mcwilliams radius vision increase circumference mystery grows,3
"I am trying to write an image display program that uses
the MIT shared memory extension.  The shared memory segment
gets allocated and attached to the process with no problem.
But the program crashes at the first call to XShmPutImage,
with the following message:

X Error of failed request:  BadShmSeg (invalid shared segment parameter)
  Major opcode of failed request:  133 (MIT-SHM)
  Minor opcode of failed request:  3 (X_ShmPutImage)
  Segment id in failed request 0x0
  Serial number of failed request:  741
  Current serial number in output stream:  742

Like I said, I did error checking on all the calls to shmget
and shmat that are necessary to create the shared memory
segment, as well as checking XShmAttach.  There are no
problems.

If anybody has had the same problem or has used MIT-SHM without
having the same problem, please let me know.

By the way, I am running OpenWindows 3.0 on a Sun Sparc2.",comp.windows.x,doc_0048,"I am trying to write an image display program that uses the MIT shared memory extension. The shared memory segment gets allocated and attached to the process with no problem. But the program crashes at the first call to XShmPutImage, with the following message: X Error of failed request: BadShmSeg (invalid shared segment parameter) Major opcode of failed request: 133 (MIT-SHM) Minor opcode of failed request: 3 (X_ShmPutImage) Segment id in failed request 0x0 Serial number of failed request: 741 Current serial number in output stream: 742 Like I said, I did error checking on all the calls to shmget and shmat that are necessary to create the shared memory segment, as well as checking XShmAttach. There are no problems. If anybody has had the same problem or has used MIT-SHM without having the same problem, please let me know. By the way, I am running OpenWindows 3.0 on a Sun Sparc2.","['trying', 'write', 'image', 'display', 'program', 'us', 'mit', 'shared', 'memory', 'extension', 'shared', 'memory', 'segment', 'get', 'allocated', 'attached', 'process', 'problem', 'program', 'crash', 'first', 'call', 'xshmputimage', 'following', 'message', 'error', 'failed', 'request', 'badshmseg', 'invalid', 'shared', 'segment', 'parameter', 'major', 'opcode', 'failed', 'request', 'minor', 'opcode', 'failed', 'request', 'segment', 'failed', 'request', 'serial', 'number', 'failed', 'request', 'current', 'serial', 'number', 'output', 'stream', 'like', 'said', 'error', 'checking', 'call', 'shmget', 'shmat', 'necessary', 'create', 'shared', 'memory', 'segment', 'well', 'checking', 'xshmattach', 'problem', 'anybody', 'problem', 'used', 'without', 'problem', 'please', 'let', 'know', 'way', 'running', 'openwindows', 'sun']",trying write image display program us mit shared memory extension shared memory segment get allocated attached process problem program crash first call xshmputimage following message error failed request badshmseg invalid shared segment parameter major opcode failed request minor opcode failed request segment failed request serial number failed request current serial number output stream like said error checking call shmget shmat necessary create shared memory segment well checking xshmattach problem anybody problem used without problem please let know way running openwindows sun,trying write image display program us mit shared memory extension shared memory segment get allocated attached process problem program crash first call xshmputimage following message error failed request badshmseg invalid shared segment parameter major opcode failed request minor opcode failed request segment failed request serial number failed request current serial number output stream like said error checking call shmget shmat necessary create shared memory segment well checking xshmattach problem anybody problem used without problem please let know way running openwindows sun,6
"I have been following this thread on talk.religion,
soc.religion.christian.bible-study and here with interest.  I am amazed at
the different non-biblical argument those who oppose the Sabbath present. 

One question comes to mind, especially since my last one was not answered
from Scripture.  Maybe clh may wish to provide the first response.

There is a lot of talk about the Sabbath of the TC being ceremonial. 
Answer this:

Since the TC commandments is one law with ten parts on what biblical
basis have you decided that only the Sabbath portion is ceremonial?
OR You say that the seventh-day is the Sabbath but not applicable to
Gentile Christians.  Does that mean the Sabbath commandment has been
annulled?  References please.

If God did not intend His requirements on the Jews to be applicable to
Gentile Christians why did He make it plain that the Gentiles were now
grafted into the commonwealth of Israel?

Darius",soc.religion.christian,doc_0049,"I have been following this thread on talk.religion, soc.religion.christian.bible-study and here with interest. I am amazed at the different non-biblical argument those who oppose the Sabbath present. One question comes to mind, especially since my last one was not answered from Scripture. Maybe clh may wish to provide the first response. There is a lot of talk about the Sabbath of the TC being ceremonial. Answer this: Since the TC commandments is one law with ten parts on what biblical basis have you decided that only the Sabbath portion is ceremonial? OR You say that the seventh-day is the Sabbath but not applicable to Gentile Christians. Does that mean the Sabbath commandment has been annulled? References please. If God did not intend His requirements on the Jews to be applicable to Gentile Christians why did He make it plain that the Gentiles were now grafted into the commonwealth of Israel? Darius","['following', 'thread', 'interest', 'amazed', 'different', 'argument', 'oppose', 'sabbath', 'present', 'one', 'question', 'come', 'mind', 'especially', 'since', 'last', 'one', 'answered', 'scripture', 'maybe', 'clh', 'may', 'wish', 'provide', 'first', 'response', 'lot', 'talk', 'sabbath', 'ceremonial', 'answer', 'since', 'commandment', 'one', 'law', 'ten', 'part', 'biblical', 'basis', 'decided', 'sabbath', 'portion', 'ceremonial', 'say', 'sabbath', 'applicable', 'gentile', 'christian', 'mean', 'sabbath', 'commandment', 'annulled', 'reference', 'please', 'god', 'intend', 'requirement', 'jew', 'applicable', 'gentile', 'christian', 'make', 'plain', 'gentile', 'grafted', 'commonwealth', 'israel', 'darius']",following thread interest amazed different argument oppose sabbath present one question come mind especially since last one answered scripture maybe clh may wish provide first response lot talk sabbath ceremonial answer since commandment one law ten part biblical basis decided sabbath portion ceremonial say sabbath applicable gentile christian mean sabbath commandment annulled reference please god intend requirement jew applicable gentile christian make plain gentile grafted commonwealth israel darius,following thread interest amazed different argument oppose sabbath present one question come mind especially since last one answered scripture maybe clh may wish provide first response lot talk sabbath ceremonial answer since commandment one law ten part biblical basis decided sabbath portion ceremonial say sabbath applicable gentile christian mean sabbath commandment annulled reference please god intend requirement jew applicable gentile christian make plain gentile grafted commonwealth israel darius,3
"Hi ... can anyone tell me where I can get a copy of updated Canon BJ-200
printer driver for Windows 3.1, if any ? I have ver 1.0 which comes with
my BJ-200 printer, I just wonder if there is any newer version.",comp.os.ms-windows.misc,doc_0050,"Hi ... can anyone tell me where I can get a copy of updated Canon BJ-200 printer driver for Windows 3.1, if any ? I have ver 1.0 which comes with my BJ-200 printer, I just wonder if there is any newer version.","['anyone', 'tell', 'get', 'copy', 'updated', 'canon', 'printer', 'driver', 'window', 'ver', 'come', 'printer', 'wonder', 'newer', 'version']",anyone tell get copy updated canon printer driver window ver come printer wonder newer version,anyone tell get copy updated canon printer driver window ver come printer wonder newer version,14
"
Herman, I would think you of all people would/could distinguish
between ""health"" and ""treatment of disease."" All the prevention
medicine people preach this all the time. You cannot buy health.
You can buy treatment of disease, assuming you are lucky enough
to have a disease which can be treated. A rich person with a
terminal disease is a bit out of luck. There is no such thing
as ""adequately covered"" and there never will be. 

And for what it's worth, I'll be the first to admit that all my
patients die.",sci.med,doc_0051,"Herman, I would think you of all people would/could distinguish between ""health"" and ""treatment of disease."" All the prevention medicine people preach this all the time. You cannot buy health. You can buy treatment of disease, assuming you are lucky enough to have a disease which can be treated. A rich person with a terminal disease is a bit out of luck. There is no such thing as ""adequately covered"" and there never will be. And for what it's worth, I'll be the first to admit that all my patients die.","['herman', 'would', 'think', 'people', 'distinguish', 'health', 'treatment', 'disease', 'prevention', 'medicine', 'people', 'preach', 'time', 'buy', 'health', 'buy', 'treatment', 'disease', 'assuming', 'lucky', 'enough', 'disease', 'treated', 'rich', 'person', 'terminal', 'disease', 'bit', 'luck', 'thing', 'adequately', 'covered', 'never', 'worth', 'first', 'admit', 'patient', 'die']",herman would think people distinguish health treatment disease prevention medicine people preach time buy health buy treatment disease assuming lucky enough disease treated rich person terminal disease bit luck thing adequately covered never worth first admit patient die,herman would think people distinguish health treatment disease prevention medicine people preach time buy health buy treatment disease assuming lucky enough disease treated rich person terminal disease bit luck thing adequately covered never worth first admit patient die,3
"

That's why zoologists refer to you as a 'fecal shield'. Colonel Semen 
M. Budienny, a subsequent Soviet military fame, said about the 
Armenian genocide of 2.5 million defenseless Turkish and Kurdish 
women, children and elderly people during his visit to Anatolia 
in June 1919 that

""the Armenians had become troublemakers, their Hinchakist
 and Dashnakist parties were opportunist, serving as lackeys
 of whatever power happened to be ascendent.""

In September 16, 1920, Major General W. Thwaites, Director of
Military Intelligence, wrote to Lord Hardinge, Under-Secretary
of State for Foreign Affairs:

""...it is useless to pretend that the Armenians are satisfactory
 allies, or deserving of all the sympathy to which they claim.""[1]

[1] F.O. 331/3411/158288.

In the Special Collection at Stanford Hoover Library, donated by
Georgia Cutler, the letter dated Nov. 1, 1943 states that

""Prescot Hall wrote a large volume to prove that Armenians were
 not and never could be desirable citizens, that they would 
 always be unscrupulous merchants.""


Source: Documents: Volume I (1919).
        ""Document No: 50,"" Archive No: 4/3621, Cabin No: 162, Drawer 
        No: 5, File No: 2905, Section No: 433, Contents No: 6, 6-1, 6-2.
        (To 36th Division Command - Militia Commander Ismail Hakki)

""For eight days, Armenians have been forcibly obstructing people from
 leaving their homes or going from one village to the other. Day and night
 they are rounding up male inhabitants, taking them to unknown destinations,
 after which nothing further is heard of them. (Informed from statements
 of those who succeeded in escaping wounded from the massacres around
 Taskilise ruins). Women and children are being openly murdered or are
 being gathered in the Church Square and similar places. Most inhuman and
 barbarous acts have been committed against Moslems for eight days.""


        ""Document No: 52,"" Archive No: 4/3671, Cabin No: 163, Drawer 
        No: 1, File No: 2907, Section No: 440, Contents No: 6-6, 6-7.
        (To: 1st Caucasian Army Corps Command, 2nd Caucasian Army Corps
        Command, Communications Zone Inspectorate - Commander 3rd Army
        General)

""As almost all Russian units opposite our front have been withdrawn, the
 population loyal to us in regions behind the Russian positions are
 facing an ever-increasing threat and suppression as well as cruelties
 and abuses by Armenians who have decided to systematically annihilate
 the Moslem population in regions under their occupation. I have 
 regularly informed the Russian Command of these atrocities and
 cruelties and I have gained the impression that the above authority
 seems to be failing in restoring order.""


Serdar Argic",talk.politics.mideast,doc_0052,"That's why zoologists refer to you as a 'fecal shield'. Colonel Semen M. Budienny, a subsequent Soviet military fame, said about the Armenian genocide of 2.5 million defenseless Turkish and Kurdish women, children and elderly people during his visit to Anatolia in June 1919 that ""the Armenians had become troublemakers, their Hinchakist and Dashnakist parties were opportunist, serving as lackeys of whatever power happened to be ascendent."" In September 16, 1920, Major General W. Thwaites, Director of Military Intelligence, wrote to Lord Hardinge, Under-Secretary of State for Foreign Affairs: ""...it is useless to pretend that the Armenians are satisfactory allies, or deserving of all the sympathy to which they claim.""[1] [1] F.O. 331/3411/158288. In the Special Collection at Stanford Hoover Library, donated by Georgia Cutler, the letter dated Nov. 1, 1943 states that ""Prescot Hall wrote a large volume to prove that Armenians were not and never could be desirable citizens, that they would always be unscrupulous merchants."" Source: Documents: Volume I (1919). ""Document No: 50,"" Archive No: 4/3621, Cabin No: 162, Drawer No: 5, File No: 2905, Section No: 433, Contents No: 6, 6-1, 6-2. (To 36th Division Command - Militia Commander Ismail Hakki) ""For eight days, Armenians have been forcibly obstructing people from leaving their homes or going from one village to the other. Day and night they are rounding up male inhabitants, taking them to unknown destinations, after which nothing further is heard of them. (Informed from statements of those who succeeded in escaping wounded from the massacres around Taskilise ruins). Women and children are being openly murdered or are being gathered in the Church Square and similar places. Most inhuman and barbarous acts have been committed against Moslems for eight days."" ""Document No: 52,"" Archive No: 4/3671, Cabin No: 163, Drawer No: 1, File No: 2907, Section No: 440, Contents No: 6-6, 6-7. (To: 1st Caucasian Army Corps Command, 2nd Caucasian Army Corps Command, Communications Zone Inspectorate - Commander 3rd Army General) ""As almost all Russian units opposite our front have been withdrawn, the population loyal to us in regions behind the Russian positions are facing an ever-increasing threat and suppression as well as cruelties and abuses by Armenians who have decided to systematically annihilate the Moslem population in regions under their occupation. I have regularly informed the Russian Command of these atrocities and cruelties and I have gained the impression that the above authority seems to be failing in restoring order."" Serdar Argic","['zoologist', 'refer', 'shield', 'colonel', 'semen', 'budienny', 'subsequent', 'soviet', 'military', 'fame', 'said', 'armenian', 'genocide', 'million', 'defenseless', 'turkish', 'kurdish', 'woman', 'child', 'elderly', 'people', 'visit', 'anatolia', 'june', 'armenian', 'become', 'troublemaker', 'hinchakist', 'dashnakist', 'party', 'opportunist', 'serving', 'lackey', 'whatever', 'power', 'happened', 'ascendent', 'september', 'major', 'general', 'thwaites', 'director', 'military', 'intelligence', 'wrote', 'lord', 'hardinge', 'state', 'foreign', 'affair', 'useless', 'pretend', 'armenian', 'satisfactory', 'ally', 'deserving', 'sympathy', 'claim', 'special', 'collection', 'stanford', 'hoover', 'library', 'donated', 'georgia', 'cutler', 'letter', 'dated', 'state', 'prescot', 'hall', 'wrote', 'large', 'volume', 'prove', 'armenian', 'never', 'could', 'desirable', 'citizen', 'would', 'always', 'unscrupulous', 'merchant', 'source', 'document', 'volume', 'document', 'archive', 'cabin', 'drawer', 'file', 'section', 'content', 'division', 'command', 'militia', 'commander', 'ismail', 'hakki', 'eight', 'day', 'armenian', 'forcibly', 'obstructing', 'people', 'leaving', 'home', 'going', 'one', 'village', 'day', 'night', 'rounding', 'male', 'inhabitant', 'taking', 'unknown', 'destination', 'nothing', 'heard', 'informed', 'statement', 'succeeded', 'escaping', 'wounded', 'massacre', 'around', 'taskilise', 'ruin', 'woman', 'child', 'openly', 'murdered', 'gathered', 'church', 'square', 'similar', 'place', 'inhuman', 'barbarous', 'act', 'committed', 'moslem', 'eight', 'day', 'document', 'archive', 'cabin', 'drawer', 'file', 'section', 'content', 'caucasian', 'army', 'corp', 'command', 'caucasian', 'army', 'corp', 'command', 'communication', 'zone', 'inspectorate', 'commander', 'army', 'general', 'almost', 'russian', 'unit', 'opposite', 'front', 'withdrawn', 'population', 'loyal', 'region', 'behind', 'russian', 'position', 'facing', 'threat', 'suppression', 'well', 'cruelty', 'abuse', 'armenian', 'decided', 'systematically', 'annihilate', 'moslem', 'population', 'region', 'occupation', 'regularly', 'informed', 'russian', 'command', 'atrocity', 'cruelty', 'gained', 'impression', 'authority', 'seems', 'failing', 'restoring', 'order', 'serdar', 'argic']",zoologist refer shield colonel semen budienny subsequent soviet military fame said armenian genocide million defenseless turkish kurdish woman child elderly people visit anatolia june armenian become troublemaker hinchakist dashnakist party opportunist serving lackey whatever power happened ascendent september major general thwaites director military intelligence wrote lord hardinge state foreign affair useless pretend armenian satisfactory ally deserving sympathy claim special collection stanford hoover library donated georgia cutler letter dated state prescot hall wrote large volume prove armenian never could desirable citizen would always unscrupulous merchant source document volume document archive cabin drawer file section content division command militia commander ismail hakki eight day armenian forcibly obstructing people leaving home going one village day night rounding male inhabitant taking unknown destination nothing heard informed statement succeeded escaping wounded massacre around taskilise ruin woman child openly murdered gathered church square similar place inhuman barbarous act committed moslem eight day document archive cabin drawer file section content caucasian army corp command caucasian army corp command communication zone inspectorate commander army general almost russian unit opposite front withdrawn population loyal region behind russian position facing threat suppression well cruelty abuse armenian decided systematically annihilate moslem population region occupation regularly informed russian command atrocity cruelty gained impression authority seems failing restoring order serdar argic,zoologist refer shield colonel semen budienny subsequent soviet military fame said armenian genocide million defenseless turkish kurdish woman child elderly people visit anatolia june armenian become troublemaker hinchakist dashnakist party opportunist serving lackey whatever power happened ascendent september major general thwaites director military intelligence wrote lord hardinge state foreign affair useless pretend armenian satisfactory ally deserving sympathy claim special collection stanford hoover library donated georgia cutler letter dated state prescot hall wrote large volume prove armenian never could desirable citizen would always unscrupulous merchant source document volume document archive cabin drawer file section content division command militia commander ismail hakki eight day armenian forcibly obstructing people leaving home going one village day night rounding male inhabitant taking unknown destination nothing heard informed statement succeeded escaping wounded massacre around taskilise ruin woman child openly murdered gathered church square similar place inhuman barbarous act committed moslem eight day document archive cabin drawer file section content caucasian army corp command caucasian army corp command communication zone inspectorate commander army general almost russian unit opposite front withdrawn population loyal region behind russian position facing threat suppression well cruelty abuse armenian decided systematically annihilate moslem population region occupation regularly informed russian command atrocity cruelty gained impression authority seems failing restoring order serdar argic,16
"I sent a response to the White House at

	0005895485@MCIMAIL.COM (White House)

and received a nice, automatic reply from MICMAIL noting, in passing, that
if I had included a SNail address, I would get a reply in due course.

For those who care, my reply was:

	1.	yes, let's protect the voice network

	2.	privately-developed crypto has always been available and
		always will be -- so let's think about how to do law
		enforcement given that fact not about how to hope to
		legislate against it

	3.	my needs for crypto as a system designer are not met by the
		Clipper Chip.  I want freely to export uses of algorithms
		(like DES & RSA) which are already freely available in the
		destination country
",sci.crypt,doc_0053,"I sent a response to the White House at 0005895485@MCIMAIL.COM (White House) and received a nice, automatic reply from MICMAIL noting, in passing, that if I had included a SNail address, I would get a reply in due course. For those who care, my reply was: 1. yes, let's protect the voice network 2. privately-developed crypto has always been available and always will be -- so let's think about how to do law enforcement given that fact not about how to hope to legislate against it 3. my needs for crypto as a system designer are not met by the Clipper Chip. I want freely to export uses of algorithms (like DES & RSA) which are already freely available in the destination country","['sent', 'response', 'white', 'house', 'white', 'house', 'received', 'nice', 'automatic', 'reply', 'micmail', 'noting', 'passing', 'included', 'snail', 'address', 'would', 'get', 'reply', 'due', 'course', 'care', 'reply', 'yes', 'let', 'protect', 'voice', 'network', 'crypto', 'always', 'available', 'always', 'let', 'think', 'law', 'enforcement', 'given', 'fact', 'hope', 'legislate', 'need', 'crypto', 'system', 'designer', 'met', 'clipper', 'chip', 'want', 'freely', 'export', 'us', 'algorithm', 'like', 'de', 'rsa', 'already', 'freely', 'available', 'destination', 'country']",sent response white house white house received nice automatic reply micmail noting passing included snail address would get reply due course care reply yes let protect voice network crypto always available always let think law enforcement given fact hope legislate need crypto system designer met clipper chip want freely export us algorithm like de rsa already freely available destination country,sent response white house white house received nice automatic reply micmail noting passing included snail address would get reply due course care reply yes let protect voice network crypto always available always let think law enforcement given fact hope legislate need crypto system designer met clipper chip want freely export us algorithm like de rsa already freely available destination country,3
